藍方勝,守衛放置數,守衛破壞數,首殺,擊殺數,死亡數,助攻數,菁英野怪數,小龍擊殺數,預示者擊殺數,推塔數,總經濟,平均等級,總經驗,總小兵擊殺,總野怪擊殺
0,3,-3,-1,-5,5,-3,1,1,0,0,-2865,-0.2,-1866,-38,-4
0,-5,4,1,-1,1,1,1,1,0,0,-1154,-0.4,-1629,2,-16
1,2,-1,-1,-1,1,-3,-1,-1,0,0,-1860,-0.2,-720,-20,-7
1,-1,-3,1,3,-3,5,1,1,0,0,2331,-0.2,25,33,12
1,-2,-1,-1,0,0,1,-1,0,-1,0,-444,0,-877,-18,0
0,-7,-4,-1,-4,4,-10,1,1,0,0,-3014,-0.2,-357,-65,-1
1,-1,1,1,6,-6,8,0,0,0,0,4377,0.4,1719,3,8
1,-3,1,1,5,-5,7,0,0,0,0,2030,0.4,1411,-16,-13
1,-1,2,-1,1,-1,0,-1,-1,0,0,884,0.4,1028,30,20
0,2,2,-1,-5,5,-7,0,0,0,0,-1406,-0.2,-1006,24,-18
0,-10,0,-1,-4,4,-6,-1,-1,0,0,-4259,-0.8,-4262,-71,-24
1,0,3,1,4,-4,7,1,1,0,0,3909,0.6,1938,33,16
1,5,0,1,2,-2,7,1,1,0,0,2339,0.4,625,18,5
0,-62,2,-1,-3,3,-1,0,-1,1,0,-1187,-0.4,-714,-17,7
1,21,-1,1,-2,2,2,-1,-1,0,0,-1314,0,-566,-17,-10
1,-13,1,1,2,-2,2,-1,0,-1,-1,123,0.2,1313,-26,18
0,-1,-1,-1,-4,4,-3,-2,-1,-1,0,-2964,-0.6,-2587,-16,-20
0,-3,0,-1,-9,9,-10,0,0,0,-1,-7089,-0.6,-2815,-41,5
0,7,-2,1,5,-5,8,0,0,0,0,2534,0.2,1730,15,-16
0,-11,0,-1,-10,10,-10,-1,0,-1,-1,-6966,-1.2,-4723,-68,2
0,-3,2,-1,-7,7,-5,0,0,0,0,-3283,-0.2,-582,18,-9
0,0,-2,1,-7,7,-7,-1,-1,0,0,-3460,-0.6,-2389,-19,-2
0,1,-4,1,1,-1,-3,1,0,1,0,10,0.2,223,-34,-7
1,0,0,-1,4,-4,2,0,-1,1,0,2207,0.6,2836,23,-7
0,1,0,-1,-6,6,-8,-1,-1,0,0,-2310,-0.4,-1604,-16,-12
0,-4,1,1,3,-3,5,2,1,1,0,1456,0.2,1433,10,-3
1,-22,1,1,-1,1,-5,0,-1,1,1,1446,0,-1351,6,-5
0,9,0,-1,-6,6,-14,-1,-1,0,0,-4561,-0.8,-1835,-66,0
0,6,-2,1,2,-2,-1,1,1,0,0,-612,0,-1019,-3,-23
0,25,-11,-1,-3,3,-7,-1,-1,0,0,-1979,-0.4,-338,34,-23
1,-19,3,1,4,-4,7,0,0,0,0,1484,-0.2,-24,-13,-4
0,-1,1,1,5,-5,5,-1,-1,0,0,3252,0.6,2304,24,3
1,-6,2,-1,-3,3,-6,1,1,0,0,-1051,0.2,753,0,4
1,3,-1,-1,-3,3,-12,1,1,0,0,-2018,-0.8,-1345,40,-31
1,-27,0,1,1,-1,1,0,0,0,0,1462,0.2,1290,42,9
1,-2,2,-1,-8,8,-13,-2,-1,-1,0,-3401,-0.6,-2179,-1,4
1,-15,0,-1,-4,4,-6,-1,-1,0,0,-1645,0.2,-1076,-6,-3
0,4,-5,1,1,-1,1,0,-1,1,0,929,0.6,1095,22,-11
0,-2,2,-1,-6,6,-9,0,0,0,0,-2450,-0.4,-1150,-12,15
0,0,-2,1,-2,2,0,-1,-1,0,0,-293,-0.4,-1855,-2,-16
1,-1,1,1,9,-9,8,0,0,0,0,4545,1.2,3714,4,8
1,17,-2,1,1,-1,2,2,1,1,0,597,0,875,-5,11
1,0,-2,1,2,-2,5,0,0,0,0,1975,0.4,969,1,2
0,10,-3,-1,6,-6,6,1,1,0,0,1693,0.4,1287,-18,13
0,14,2,-1,0,0,0,0,-1,1,0,-985,0,-93,-44,1
1,6,0,1,9,-9,7,2,1,1,1,7427,1.8,6558,102,9
1,1,1,1,2,-2,0,-1,-1,0,0,1018,0.4,1319,2,25
0,1,-3,-1,-3,3,-2,1,1,0,0,-1857,-0.8,-1976,-8,-18
0,-7,-2,-1,-8,8,-4,-1,-1,0,0,-3438,-0.6,-2574,-7,0
0,5,1,1,1,-1,1,0,0,0,0,1579,0.2,578,-2,4
0,5,-1,-1,-4,4,-1,0,1,-1,-1,-3071,-0.4,-2267,-39,0
0,4,-2,1,2,-2,7,0,0,0,0,1042,0,-31,-2,-9
1,-3,1,1,5,-5,7,0,0,0,0,1871,0.8,2897,-49,20
0,-7,1,-1,-1,1,-4,-1,-1,0,0,-546,0.2,1078,29,10
0,6,-3,1,0,0,-1,-1,-1,0,0,-528,-0.2,-1130,-9,-6
0,1,-1,-1,-2,2,2,-1,0,-1,0,-1780,-0.4,-1378,-39,2
0,-3,5,1,1,-1,0,1,1,0,0,-387,0,-725,13,0
0,-5,0,-1,-4,4,0,-1,-1,0,0,-2077,-0.6,-2457,-38,-24
0,-21,-2,-1,-5,5,-4,0,0,0,0,-1690,-0.6,-2943,-23,-4
1,-3,0,1,-2,2,-2,2,1,1,0,-987,-0.6,-741,14,6
1,-38,0,-1,-8,8,-13,-1,-1,0,0,-2902,-0.4,-1196,-6,12
1,3,-1,-1,-6,6,-9,-2,-1,-1,0,-2923,-0.4,-1079,-23,-24
0,2,1,1,1,-1,1,1,1,0,1,1495,0.2,-413,-23,-1
0,-5,-1,-1,-8,8,-8,-1,-1,0,0,-4927,-1.2,-3950,-25,-28
1,-1,0,-1,2,-2,4,0,0,0,0,-18,-0.2,252,-15,5
0,-1,-1,-1,-4,4,-5,-2,-1,-1,0,-1045,0.2,406,33,-4
0,42,0,1,-4,4,-4,1,1,0,0,-2212,-0.2,-1548,-11,-20
1,3,-3,1,1,-1,-2,0,0,0,1,1323,0.6,1994,-5,-2
0,24,3,-1,-1,1,-3,0,0,0,0,-220,0.2,1427,11,-4
1,21,-1,1,3,-3,3,-1,-1,0,0,2086,0.4,1397,-2,4
1,8,-2,1,-1,1,-6,0,0,0,0,-828,-0.2,421,5,14
1,7,-1,1,7,-7,6,0,0,0,0,4227,1,3892,90,8
0,-2,-2,-1,3,-3,6,1,1,0,0,1177,0,-691,-36,10
0,12,4,-1,-1,1,-5,2,1,1,1,263,-0.2,342,15,0
0,4,-5,-1,0,0,2,-1,-1,0,0,-816,0,-27,-35,-2
1,-1,-1,1,1,-1,0,1,1,0,0,1097,0.2,1914,14,31
1,20,2,1,2,-2,2,-1,-1,0,0,1057,0,1295,-17,12
1,10,-2,1,4,-4,4,2,1,1,0,145,0,-1102,-7,-23
1,6,-4,-1,5,-5,7,1,0,1,0,3559,0.6,2227,42,-19
0,18,-1,-1,-4,4,-4,-1,-1,0,0,-1726,0,-267,-33,8
1,-4,-1,-1,-3,3,-3,1,1,0,0,-626,0,895,8,21
1,4,1,1,7,-7,5,1,1,0,1,6529,0.8,4484,72,-3
1,0,0,1,6,-6,5,2,1,1,1,7370,1.4,5454,96,21
1,23,-7,1,-1,1,0,0,1,-1,0,-419,-0.2,-428,-10,17
0,4,3,-1,0,0,-2,-1,-1,0,0,-701,0,346,3,0
1,4,0,1,7,-7,9,1,1,0,0,4279,0.4,1907,-10,11
1,29,-1,1,2,-2,3,0,1,-1,0,-164,0.2,851,-39,-3
0,-1,2,1,-1,1,5,1,1,0,0,-882,-0.6,-1760,-63,32
0,-29,1,-1,-4,4,-4,-1,-1,0,0,-2283,-0.4,-1969,-35,-12
1,67,-2,-1,0,0,0,1,1,0,0,-896,-0.2,-1292,-8,-20
0,-2,3,1,-4,4,-5,-1,0,-1,0,-3312,-0.8,-3119,-36,-12
0,-21,2,-1,-3,3,-10,-1,0,-1,0,-505,-0.2,-580,23,-15
0,-5,0,-1,-4,4,-5,1,1,0,0,-3388,-1,-3025,-57,-16
1,26,-2,1,3,-3,3,-1,-1,0,0,1100,0,170,42,-2
0,-4,-1,1,-3,3,-10,0,0,0,0,-1995,-0.4,-1194,-33,7
1,6,1,-1,-4,4,-7,-1,-1,0,0,-1391,0,-16,25,-20
0,-1,0,1,-2,2,-4,0,0,0,0,-810,-0.2,-730,-8,0
0,-1,-4,-1,-3,3,-10,-1,-1,0,0,-1769,-0.4,-1859,30,-39
0,1,1,-1,3,-3,4,2,1,1,0,1165,0,744,1,-9
0,-84,-3,-1,-3,3,-10,0,0,0,0,-2564,0,-35,-23,19
0,3,0,1,1,-1,-8,0,-1,1,1,479,0,-658,-15,-14
0,-56,1,1,-3,3,-3,-1,-1,0,0,-2118,-0.6,-2048,-50,15
0,-20,1,1,-1,1,-2,0,0,0,0,-729,-0.2,-900,-10,0
0,-24,-2,1,-9,9,-5,-1,-1,0,0,-3719,-1,-3695,-45,-4
1,0,0,-1,0,0,-4,1,0,1,0,-52,-0.2,-301,42,-3
1,6,-2,-1,-1,1,-1,0,1,-1,0,9,-0.2,-172,38,-24
1,18,0,1,1,-1,2,1,1,0,0,523,-0.2,-69,-28,3
1,19,0,-1,0,0,3,1,1,0,0,673,0.4,1681,1,21
1,-32,0,-1,0,0,-1,0,0,0,0,926,0,328,37,-3
0,9,-1,1,1,-1,2,-1,-1,0,0,-400,-0.4,-1684,-11,-46
1,18,1,1,3,-3,5,-1,-1,0,0,1783,0.2,1420,19,-7
1,42,-4,-1,-1,1,-2,0,0,0,0,-1752,-0.8,-1746,-18,-26
1,6,-2,-1,6,-6,8,1,1,0,0,3517,0.4,2881,26,7
1,-46,21,-1,0,0,-1,-1,-1,0,0,-680,0,410,-25,-10
1,-23,13,1,6,-6,3,2,1,1,0,3021,0.4,2386,23,20
1,-1,0,1,-1,1,-6,2,1,1,0,-73,0.2,333,0,11
0,0,0,1,4,-4,8,1,1,0,0,1577,0.2,-50,-8,0
0,-2,-2,-1,-3,3,-5,-1,0,-1,0,-2116,-0.2,-2156,-11,-21
1,-19,1,1,6,-6,5,-1,-1,0,0,2575,0.4,1454,-13,-1
0,5,-2,1,3,-3,2,0,0,0,0,1886,0.4,1688,0,12
0,3,-8,-1,-9,9,-14,-1,-1,0,0,-4659,-0.8,-3268,-38,15
1,-7,1,-1,-2,2,-8,-1,-1,0,0,-862,-0.2,-406,47,-12
0,-8,1,-1,0,0,2,-1,0,-1,0,-360,-0.2,-1748,-12,-9
1,1,-2,1,-1,1,2,2,1,1,0,460,-0.2,-1107,7,4
1,-3,0,1,3,-3,9,1,1,0,0,1790,0.2,1220,4,32
1,14,-2,-1,-3,3,-4,0,1,-1,0,-1970,-0.2,-1177,14,-29
1,-1,4,-1,1,-1,4,0,-1,1,0,1073,0,103,-14,1
1,31,-5,1,-4,4,1,-1,-1,0,0,-1725,-0.2,-2004,-28,0
1,0,1,1,6,-6,5,-2,-1,-1,0,2936,0.2,1143,-8,-24
1,19,2,-1,-3,3,-4,-2,-1,-1,0,-2054,-0.2,-731,3,2
0,-2,1,-1,-3,3,-3,-2,-1,-1,0,-2084,0.2,-851,-66,28
1,15,1,-1,1,-1,-3,0,0,0,0,-394,0.4,1166,-9,19
0,0,-2,-1,-8,8,-8,-1,-1,0,0,-3366,-0.4,-1822,1,3
1,45,-1,1,7,-7,8,2,1,1,0,4237,0.6,2338,10,-11
1,-44,-2,-1,-6,6,-8,0,0,0,0,-3455,-0.4,-2405,-27,4
1,-5,0,1,12,-12,14,0,0,0,0,5578,1.2,3447,18,-9
0,86,1,1,0,0,1,0,0,0,0,-130,-0.2,-423,-2,-15
0,5,-3,-1,-2,2,-1,-1,-1,0,0,-2491,-0.6,-1771,-59,-3
0,4,3,1,-5,5,-7,0,-1,1,0,-2406,-0.4,-2686,21,-24
1,-2,0,1,-2,2,-1,0,1,-1,0,-2546,-1,-2542,-59,-15
0,-22,0,1,1,-1,3,-1,-1,0,0,237,-0.6,-1307,-24,-8
1,-8,2,-1,5,-5,0,-2,-1,-1,-1,411,0.6,1075,3,12
1,-2,0,1,-4,4,-5,-1,-1,0,0,-1702,-0.2,-1490,2,2
1,1,3,-1,4,-4,7,1,1,0,0,2170,0.4,1383,19,-1
0,-18,-1,1,0,0,3,0,0,0,0,-2064,-0.6,-2639,-49,-5
0,1,5,-1,-1,1,1,1,1,0,0,-733,0,-784,24,-12
1,-3,2,1,-1,1,-3,0,1,-1,0,683,0.4,-208,56,0
1,4,-1,-1,-2,2,-3,-1,-1,0,0,-946,0.2,630,-19,11
0,3,-3,1,1,-1,-1,0,0,0,0,512,0.2,858,-13,4
1,-10,-1,-1,5,-5,0,0,0,0,0,686,0.6,765,-19,-17
0,0,-3,-1,-2,2,-8,0,-1,1,0,-1611,-0.6,-1624,-8,-11
1,23,-8,-1,3,-3,-4,0,0,0,0,811,0,376,10,-6
1,-7,0,1,6,-6,3,2,1,1,1,5263,0.4,3213,76,6
0,-2,-2,-1,-1,1,-3,-1,-1,0,0,-249,0.2,1420,28,0
1,7,0,-1,5,-5,8,1,1,0,0,2819,0.4,1294,15,-5
1,29,0,1,0,0,2,0,0,0,0,87,0.2,435,-25,1
0,103,2,-1,-7,7,-7,0,1,-1,0,-3839,-0.8,-3318,-13,-7
1,-2,2,1,5,-5,7,0,0,0,0,2824,0.4,1346,15,4
0,9,2,-1,-2,2,-1,1,1,0,0,-2159,-0.6,-1280,-41,13
1,26,-11,-1,0,0,-1,0,0,0,0,326,0.2,1163,31,-16
0,7,-3,-1,-6,6,-4,-1,-1,0,0,-4775,-1,-4080,-66,-2
0,2,1,-1,-8,8,-4,-1,-1,0,0,-3811,-0.8,-3107,4,-24
0,25,0,1,2,-2,-1,1,1,0,0,896,0.6,1396,-40,18
1,-2,0,-1,-1,1,-3,-2,-1,-1,0,-1218,-0.4,-1528,-42,-19
0,2,-2,-1,-7,7,-15,-1,-1,0,0,-3089,-0.4,-2151,-24,4
0,-3,0,-1,-4,4,-8,-2,-1,-1,0,-1277,-0.4,-1357,22,-11
1,13,2,1,11,-11,17,1,1,0,0,5885,1.2,4694,69,-9
1,-32,9,1,11,-11,15,1,0,1,2,8977,1.4,5411,96,-12
1,1,2,-1,-2,2,-1,0,0,0,0,-1050,0.2,522,2,2
0,4,-1,1,0,0,-2,-2,-1,-1,-1,-1599,0,332,-11,4
1,-1,0,-1,-3,3,-1,0,0,0,0,-758,0,313,28,5
0,4,0,-1,-2,2,-2,-1,0,-1,0,-1413,-0.2,-729,-12,-8
1,-2,0,1,1,-1,-3,2,1,1,0,1011,0.2,480,39,-12
0,3,0,1,3,-3,-3,-1,-1,0,0,428,0.4,1015,-15,-7
1,18,1,1,4,-4,5,0,0,0,0,3206,0.6,1437,70,-7
1,0,-1,1,4,-4,8,1,1,0,0,2135,0.4,1653,-8,25
0,-108,0,-1,-4,4,-2,-1,-1,0,0,-1302,0.2,73,18,0
1,-4,-1,-1,0,0,-2,-1,-1,0,0,565,0.2,275,28,-5
1,22,-4,1,3,-3,1,-1,-1,0,0,1958,1,3140,-22,32
0,0,1,1,8,-8,4,0,0,0,0,4257,0.8,2902,32,-7
1,-2,-1,1,1,-1,6,1,1,0,0,1674,-0.4,-648,-2,8
1,19,0,-1,-2,2,3,1,1,0,0,-928,-0.4,-1753,-28,-4
0,3,-1,1,1,-1,2,0,0,0,0,-75,-0.4,144,11,4
0,0,0,-1,-7,7,-4,-1,0,-1,0,-4046,-0.6,-2777,-12,-13
0,-27,4,-1,-7,7,-4,-1,0,-1,0,-4138,-0.6,-3792,-34,-13
0,4,1,-1,-2,2,-7,-1,-1,0,-1,-3535,-0.4,-1199,-48,13
0,-5,1,-1,-7,7,-9,-1,-1,0,-1,-4719,-0.4,-2129,-23,0
1,0,1,-1,10,-10,8,2,1,1,1,5900,1.2,5188,47,-2
0,-2,1,1,4,-4,5,1,1,0,0,1818,0.4,1992,-7,12
1,-5,-1,-1,-3,3,-5,-2,-1,-1,-1,-3461,-0.6,-1353,-15,-10
1,-7,-2,1,-3,3,-6,1,1,0,0,-1521,-0.4,-2096,0,-10
1,-5,3,1,2,-2,7,1,1,0,0,1328,0.4,1043,11,-18
1,-3,-2,-1,3,-3,8,-1,-1,0,0,911,-0.2,-276,-1,-16
1,0,-2,1,4,-4,4,0,-1,1,0,2111,0.4,1390,5,-16
1,29,2,-1,0,0,0,0,0,0,0,935,0.4,2197,22,13
0,-24,-1,-1,-6,6,-9,-2,-1,-1,0,-3032,-0.6,-2816,-1,-12
1,5,-1,1,1,-1,5,1,1,0,0,-425,0,-1057,-62,7
1,-17,4,-1,2,-2,-1,0,0,0,0,2365,0.2,2052,29,12
1,74,2,-1,3,-3,1,0,1,-1,0,3140,0.8,3364,32,7
1,-14,1,-1,0,0,3,0,0,0,0,-779,-0.6,-1837,-20,-28
1,-23,-1,1,3,-3,-4,1,1,0,0,1690,0.4,1316,38,20
1,21,1,-1,4,-4,5,2,1,1,0,1433,0,522,-27,17
1,-7,2,-1,3,-3,14,0,1,-1,1,3466,0.4,1525,31,11
1,-1,-3,1,6,-6,11,2,1,1,0,1947,0.2,136,-7,-7
1,0,-1,1,11,-11,7,2,1,1,1,6624,1,4865,61,-3
1,-19,3,1,6,-6,5,1,1,0,0,2659,1.2,2757,-7,18
1,0,7,1,8,-8,10,1,1,0,1,6275,1.2,4789,34,12
1,-1,0,1,3,-3,-1,2,1,1,0,1369,0.6,2756,-8,20
1,-2,0,1,2,-2,4,0,-1,1,0,422,-0.2,-308,-17,-24
0,-4,-1,-1,-3,3,-4,-1,-1,0,0,-2281,0,-42,-28,8
1,16,2,1,4,-4,3,2,1,1,0,1722,0.4,1514,21,3
0,-2,3,-1,0,0,2,1,1,0,0,-1595,-0.6,-1648,-67,7
1,-2,5,-1,-2,2,-1,1,1,0,0,-730,-0.2,-251,9,-12
1,-32,2,1,-1,1,-8,0,-1,1,0,-1168,-0.4,-674,-17,-2
1,-1,2,1,5,-5,12,0,0,0,0,2546,0.4,1928,-3,-10
0,19,-3,-1,-1,1,3,-2,-1,-1,0,-839,0,-833,-11,-44
0,1,-2,-1,-5,5,-10,-2,-1,-1,0,-2317,-0.2,-1330,7,4
0,-66,0,1,1,-1,3,1,0,1,0,-904,-0.2,-178,-41,-3
0,-26,-2,-1,-3,3,-4,-1,-1,0,0,-673,-0.2,568,25,-6
1,-5,17,1,5,-5,6,1,1,0,0,4444,1,2813,30,20
0,-53,-1,-1,1,-1,-9,0,0,0,0,-1243,0,-604,35,-13
1,-6,0,1,-4,4,-1,1,0,1,0,-2078,-0.6,-1506,13,-12
0,-2,2,1,-1,1,5,0,1,-1,1,-952,0,-1337,-20,-7
0,1,-2,-1,-4,4,-3,0,0,0,0,-2132,-0.4,-1088,-20,14
0,7,-5,-1,0,0,1,0,1,-1,0,-1015,-0.4,-1395,-53,16
0,3,0,1,3,-3,4,0,-1,1,0,517,0.4,585,-30,-16
1,4,1,-1,-4,4,-4,-1,-1,0,0,-2222,-0.2,-1252,-5,5
1,0,-2,-1,-1,1,-2,1,1,0,0,-208,0,-353,-5,4
0,38,1,-1,-3,3,-1,0,0,0,0,-2513,-0.6,-3419,-46,-21
1,2,0,1,0,0,4,0,-1,1,0,-601,-0.4,-1965,-34,-14
1,-5,-3,-1,3,-3,-3,1,1,0,0,1753,0.6,2303,8,10
0,0,0,1,-1,1,-4,1,1,0,0,-751,-0.4,-1229,-37,-5
1,-3,3,1,1,-1,-1,0,-1,1,0,1430,-0.2,107,68,-3
1,-3,-4,1,-1,1,1,1,1,0,0,-469,-0.4,-1237,-1,-13
1,-29,0,1,2,-2,0,1,1,0,0,-1099,-0.4,-1318,-44,4
1,0,0,-1,7,-7,8,-1,-1,0,1,5553,0.8,3915,51,18
1,-65,3,1,5,-5,11,0,0,0,0,2091,0.4,1359,-23,8
0,-2,0,-1,-4,4,-1,1,1,0,0,-1951,-0.4,-1575,-8,17
1,1,-1,1,0,0,2,1,1,0,0,96,0.2,-24,8,12
0,2,0,-1,3,-3,2,-1,0,-1,0,1762,0.6,2377,17,3
1,-31,-2,1,6,-6,9,1,0,1,0,3082,0.6,1360,11,5
1,41,5,1,6,-6,12,1,1,0,0,2608,0.8,3387,17,-3
0,3,0,1,2,-2,0,0,0,0,0,-1460,-1,-2414,-27,-31
1,2,0,1,8,-8,8,1,1,0,0,3784,0.6,2577,23,-8
0,-2,1,1,-2,2,-4,-2,-1,-1,0,-2053,-0.2,-1784,-12,-11
0,-4,1,-1,-3,3,2,0,0,0,0,-2020,-0.6,-2716,-48,-14
0,4,-4,-1,2,-2,3,1,1,0,0,1137,-0.2,-92,4,-12
0,-1,2,1,-2,2,2,0,0,0,0,-1561,0,-1578,-9,-14
0,-1,3,-1,-3,3,-5,-2,-1,-1,0,-598,0,-1285,30,-18
0,0,-2,-1,-2,2,-2,-1,-1,0,0,-1829,-0.4,-1668,-31,-16
1,40,1,1,7,-7,7,1,1,0,0,2036,0.4,1891,27,-12
1,-2,0,1,-2,2,0,1,1,0,0,-1381,-0.4,-907,-18,-17
1,5,-1,1,5,-5,11,1,1,0,0,2247,0.4,1367,5,18
1,-2,0,1,0,0,-1,1,1,0,0,-800,-0.2,72,-16,16
0,2,-1,1,0,0,-1,-1,0,-1,0,-826,-0.4,-979,-49,8
1,0,2,1,8,-8,7,1,1,0,0,4280,0.8,2681,2,7
0,-3,0,1,0,0,-1,1,1,0,0,-973,-0.4,-2691,-14,-19
1,23,0,1,4,-4,7,1,1,0,0,1970,0.2,1999,-28,28
1,2,1,-1,-3,3,-2,0,-1,1,0,-1858,-0.4,-1476,-30,0
0,1,-2,-1,-3,3,-2,-1,-1,0,0,-1867,-0.6,-2002,11,-12
1,3,0,1,-2,2,-2,2,1,1,0,-684,-0.6,-2401,5,-22
1,-25,-2,1,-5,5,-2,-1,-1,0,0,-3056,-0.6,-2938,4,-24
0,-7,-2,1,-6,6,-10,0,0,0,0,-4330,-1.2,-4347,-47,-1
1,-3,2,-1,-2,2,-4,-1,-1,0,0,-1348,0.2,105,-32,0
1,18,1,-1,2,-2,2,-1,-1,0,0,1800,0.4,713,46,-1
0,2,-3,1,1,-1,7,-1,-1,0,0,509,0.4,595,-9,-6
0,0,3,-1,3,-3,5,0,0,0,0,1883,0.2,973,21,-14
0,9,0,1,0,0,-1,0,0,0,0,894,-0.2,-3,22,0
0,0,-4,-1,-4,4,-4,1,1,0,0,-3060,-1,-2937,-32,-3
0,-4,0,-1,-2,2,1,-1,0,-1,0,-3370,-0.4,-2779,-62,-13
0,-1,-1,1,1,-1,2,1,1,0,0,-452,-0.4,-1060,-15,-13
1,-11,3,1,3,-3,4,1,1,0,0,1790,0.2,1764,16,5
0,-3,3,1,1,-1,5,0,-1,1,0,790,-0.4,-1155,10,-12
1,2,2,1,2,-2,7,0,1,-1,-1,545,0,411,-3,20
1,22,-6,-1,6,-6,9,0,-1,1,0,3518,0.6,2503,18,9
1,-16,0,1,1,-1,0,2,1,1,0,780,-0.2,523,0,12
0,-18,1,1,1,-1,0,1,1,0,0,-758,-0.4,-1310,-43,-4
1,32,0,1,11,-11,20,-1,-1,0,0,4565,0.4,2632,-8,19
0,40,-1,1,3,-3,3,1,1,0,0,726,0.4,1104,-23,4
0,-24,0,1,0,0,-2,-2,-1,-1,0,-1254,-0.2,-956,-42,-4
0,-9,2,-1,-4,4,-5,0,0,0,0,-1207,0.2,-218,-5,20
0,16,0,1,-1,1,-1,0,-1,1,1,1167,-0.2,-1436,49,-20
0,3,1,1,-2,2,-3,-1,-1,0,0,-179,0.2,-463,26,-1
0,14,2,1,6,-6,6,1,0,1,0,2363,0.4,1314,-20,-15
1,-5,6,-1,2,-2,0,0,0,0,0,847,0.2,1606,1,-16
1,5,-1,1,11,-11,12,1,1,0,0,5622,1,3964,37,-24
1,-1,1,1,1,-1,1,0,0,0,0,467,0.2,850,7,19
0,10,-2,1,0,0,1,1,1,0,0,-115,0,141,-9,-1
1,5,2,1,6,-6,7,-1,-1,0,0,3512,0.4,2161,-2,-3
0,0,-2,-1,-3,3,-1,-1,-1,0,0,-2845,-0.2,-1461,-4,-7
1,-24,4,1,7,-7,9,-1,-1,0,0,4076,0.6,2996,0,16
1,-1,-1,1,-3,3,-5,2,1,1,0,-1806,-0.8,-2407,-33,-10
1,3,-1,-1,-1,1,0,0,0,0,0,-216,0,301,-5,12
0,-1,4,1,6,-6,5,1,0,1,0,1635,0.6,416,-12,-12
0,-1,-1,-1,-6,6,-12,0,0,0,0,-3081,0,-1236,9,-7
1,-90,-1,1,3,-3,2,0,0,0,0,2711,1,2693,30,5
1,3,-3,1,7,-7,13,1,1,0,0,5354,0.8,4695,81,4
0,0,-3,-1,-1,1,-1,0,0,0,0,-188,-0.2,-535,-20,-5
1,-45,1,1,4,-4,-4,2,1,1,1,3983,0.8,3375,22,35
1,-4,0,1,-2,2,-4,0,-1,1,0,-1185,-1,-2402,-16,2
1,-1,0,1,9,-9,16,1,1,0,0,4260,0.2,1422,-6,-11
1,-18,-5,-1,0,0,-2,-1,-1,0,0,835,0.2,1506,53,8
1,9,-2,1,2,-2,0,0,0,0,0,2879,0.6,2522,16,17
1,-35,-1,1,-2,2,-2,-1,-1,0,0,-407,-0.4,-1257,-20,13
0,0,-1,-1,-5,5,-4,-1,-1,0,0,-5705,-1.2,-5364,-95,-22
0,-17,-3,-1,4,-4,10,1,1,0,0,1270,-0.4,365,3,-20
0,9,-2,1,-5,5,-11,0,1,-1,0,-3204,-0.2,-779,-6,9
0,1,-2,-1,-3,3,0,-1,0,-1,-1,-3927,-0.6,-3207,-78,-14
1,15,-1,-1,1,-1,1,1,1,0,0,78,-0.2,658,8,2
1,-3,-3,-1,2,-2,-1,0,0,0,0,1789,0.4,2100,44,-3
0,68,1,1,3,-3,8,-2,-1,-1,0,1577,0.2,678,-21,3
0,24,-4,-1,4,-4,6,0,0,0,0,590,0,1002,-32,-4
0,19,-1,1,1,-1,1,-1,-1,0,0,-384,-0.4,-1408,3,-12
1,7,3,-1,-1,1,-1,0,1,-1,0,315,0.4,667,32,4
0,-4,1,1,2,-2,0,0,-1,1,0,580,-0.2,-1033,-11,-12
1,3,-4,1,3,-3,3,0,-1,1,1,1870,-0.4,-729,-3,-24
1,8,3,-1,5,-5,5,2,1,1,0,3308,0.2,2114,14,27
0,1,0,-1,-3,3,-10,0,1,-1,-1,-2542,0.2,1134,-23,35
0,1,1,-1,1,-1,0,0,0,0,0,369,0,561,27,-12
0,5,0,1,1,-1,5,1,1,0,0,187,0,-954,-9,-16
0,1,2,-1,3,-3,3,2,1,1,0,1109,0,735,6,-1
1,-1,-2,1,3,-3,1,0,1,-1,0,1572,0.6,2134,2,10
0,10,-2,-1,-6,6,-8,0,1,-1,0,-2080,-0.2,-202,-1,24
0,10,1,1,-6,6,-11,-1,-1,0,0,-2929,-0.2,-1731,-5,5
1,65,3,-1,0,0,3,-1,-1,0,0,1441,0,922,15,7
1,6,0,-1,1,-1,-2,0,0,0,0,873,0.6,2194,20,-19
1,-122,-1,1,-4,4,-12,-1,-1,0,0,-633,0,-502,16,6
0,73,-4,1,0,0,1,0,-1,1,0,-838,-0.2,-593,-29,-19
1,-5,1,1,-2,2,-4,0,0,0,0,-1098,0,271,-9,5
0,36,-1,1,1,-1,8,0,-1,1,0,1909,0.2,1010,9,-12
1,-67,1,1,-2,2,-8,1,0,1,0,-1577,-0.2,-716,14,-10
0,-4,3,-1,0,0,1,1,1,0,0,-728,-0.2,-608,3,-7
0,-102,-1,1,-1,1,0,-1,-1,0,0,142,0.2,1215,22,10
0,2,0,-1,-3,3,-6,-1,-1,0,0,-2069,0,-22,6,-12
1,1,0,1,1,-1,3,-2,-1,-1,0,1673,0.2,1200,51,-17
0,3,-3,-1,-7,7,-10,1,1,0,0,-5085,-1,-3236,-57,5
1,-6,1,-1,1,-1,6,1,1,0,0,337,0.2,1346,-39,18
